"Student_ID","Study_Hours_Per_Day","Extracurricular_Hours_Per_Day","Sleep_Hours_Per_Day","Social_Hours_Per_Day","Physical_Activity_Hours_Per_Day","GPA","Stress_Level","college"
791,8.4,3.8,6.5,0,5.3,3.08,"High","Medicine"
792,8.3,2.5,8,0.1,5.1,3.1,"High","Medicine"
793,8.6,1.3,8.3,3.2,2.6,3.11,"High","Humanities"
794,5.5,3.3,9.6,3.6,2,2.75,"Low","Medicine"
795,5.5,1.6,8.6,4.7,3.6,2.64,"Low","Communication"
796,6.3,0.1,7.7,5.1,4.8,3.22,"Moderate","Communication"
797,9.8,2.3,7.6,0.4,3.9,3.04,"High","Medicine"
798,8,1.6,6.2,0.6,7.6,3.38,"Moderate","Arts & Sciences"
799,6.6,0.4,5.9,5.9,5.2,3.27,"High","Education"
800,9.4,4,7.9,2.2,0.5,2.91,"High","Arts & Sciences"
801,6.6,1.2,7,4,5.2,2.76,"Moderate","Communication"
802,5.7,2.5,5.6,3.5,6.7,3.08,"High","Education"
803,8.5,2.8,8.8,3.4,0.5,3.63,"High","Education"
804,8.1,0.7,5.1,1.7,8.4,3.21,"High","Arts & Sciences"
805,7.2,2.5,9.2,1,4.1,3.07,"Moderate","Education"
806,7.9,2.2,5.4,0.3,8.2,2.99,"High","Arts & Sciences"
807,5.5,2.3,7.7,1.4,7.1,3.05,"Low","Humanities"
808,5.2,2,8.4,1.5,6.9,2.88,"Low","Education"
809,6.5,2.5,9.5,4.5,1,3.29,"Moderate","Education"
810,6.8,2.6,7.3,1.1,6.2,3.13,"Moderate","Education"
811,8.5,2.2,6.8,5.5,1,3.07,"High","Communication"
812,8.4,1.6,8.8,2.4,2.8,3.51,"High","Communication"
813,7.1,3.7,6.3,0.7,6.2,3.15,"Moderate","Humanities"
814,6.9,0.2,6.7,3,7.2,3.05,"Moderate","Humanities"
815,5.8,2.6,10,2.5,3.1,2.64,"Low","Arts & Sciences"
816,5.6,3.5,7.1,2.3,5.5,2.5,"Low","Education"
817,8.3,1.8,8.2,0.4,5.3,3.33,"High","Education"
818,5.8,1.9,8,3.5,4.8,2.9,"Low","Medicine"
819,7,1.4,5.6,2.4,7.6,3.15,"High","Humanities"
820,6,0.2,7.8,3.6,6.4,2.75,"Moderate","Arts & Sciences"
821,9.4,2.3,6.7,4.5,1.1,3.25,"High","Arts & Sciences"
822,7.8,3.6,7,1.7,3.9,3.19,"Moderate","Arts & Sciences"
823,5.7,0.6,7.2,3.6,6.9,2.96,"Low","Education"
824,9.1,0.3,7.4,3.8,3.4,3.66,"High","Communication"
825,9.1,3.1,6.4,5.1,0.3,3.45,"High","Arts & Sciences"
826,7.9,3.7,8.4,1.9,2.1,2.68,"Moderate","Arts & Sciences"
827,9,3.8,5.1,5.9,0.2,3.22,"High","Communication"
828,7.2,2.6,6.9,0.3,7,3,"Moderate","Arts & Sciences"
829,8,3.6,6.9,1.2,4.3,3.08,"Moderate","Medicine"
830,9.1,3.3,7.9,1.3,2.4,3.35,"High","Education"
831,9,2.2,9.1,2.3,1.4,3.44,"High","Humanities"
832,7.1,3.8,7.7,3.3,2.1,3.33,"Moderate","Education"
833,6.1,2.5,7.9,1.1,6.4,2.94,"Moderate","Humanities"
834,8.8,2.1,6.1,4,3,3.2,"High","Humanities"
835,5.4,1.8,5.8,1.1,9.9,2.71,"High","Medicine"
836,5.3,1.6,7.6,2.9,6.6,2.54,"Low","Communication"
837,6.9,3.4,5.7,3,5,3.37,"High","Medicine"
838,9.4,2.2,9.8,0.1,2.5,3.79,"High","Communication"
839,5.5,0.2,5.9,3.2,9.2,2.74,"High","Humanities"
840,9.7,3.4,6.5,0.3,4.1,3.48,"High","Communication"
841,5.8,0.5,5.6,3.1,9,2.73,"High","Communication"
842,9.9,2.7,9.7,0.2,1.5,3.23,"High","Medicine"
843,6.9,2.2,5.4,0,9.5,3.27,"High","Communication"
844,7.1,2,7.1,0.1,7.7,3.34,"Moderate","Arts & Sciences"
845,6.7,0.7,5.5,5.7,5.4,3.31,"High","Education"
846,6.6,1.6,6.2,0.6,9,3.12,"Moderate","Medicine"
847,5.9,3.2,8.4,3.3,3.2,3.05,"Low","Arts & Sciences"
848,5.4,1.1,6.7,4.7,6.1,2.8,"Low","Education"
849,10,1,9.4,3,0.6,3.4,"High","Humanities"
850,7,3.9,5.9,4.8,2.4,2.78,"High","Education"
851,6.7,2.9,7.1,3.5,3.8,3.09,"Moderate","Medicine"
852,9.3,0.2,8.5,0.8,5.2,3.49,"High","Medicine"
853,7.1,2.2,7,3.1,4.6,2.87,"Moderate","Arts & Sciences"
854,5.7,0.6,9.7,5.3,2.7,3.18,"Low","Humanities"
855,9.5,4,6,1.6,2.9,3.39,"High","Humanities"
856,7.1,1.4,8,3.5,4,3.48,"Moderate","Communication"
857,5.8,1.9,7.8,3.4,5.1,3.01,"Low","Education"
858,5.1,1.4,8.9,3.4,5.2,2.6,"Low","Education"
859,6.3,2.8,7.8,4.8,2.3,3.08,"Moderate","Education"
860,7.4,0.5,6.3,2.5,7.3,3.4,"Moderate","Medicine"
861,8,2.1,6.4,0,7.5,2.83,"Moderate","Medicine"
862,8.7,0.1,7.9,5.6,1.7,3.3,"High","Humanities"
863,5.9,1.9,5.5,3.8,6.9,2.45,"High","Arts & Sciences"
864,7.6,3.6,6,0.1,6.7,3.38,"Moderate","Medicine"
865,9.3,2.3,9.5,1.7,1.2,3.34,"High","Medicine"
866,8.7,3.7,7.9,0.7,3,3.57,"High","Medicine"
867,6.3,0.8,6.2,1.8,8.9,3.37,"Moderate","Medicine"
868,7.1,2.5,5.4,0.5,8.5,3.33,"High","Education"
869,5.9,2.1,6.1,1.7,8.2,3.13,"Low","Humanities"
870,5.1,2.6,8.3,4.8,3.2,2.69,"Low","Communication"
871,9.7,0.1,5.8,5.3,3.1,3.92,"High","Communication"
872,8.3,2.7,9.7,3.3,0,2.95,"High","Education"
873,8.6,1.1,9.4,0.2,4.7,3.36,"High","Humanities"
874,6.3,0.9,5.7,5.2,5.9,2.9,"High","Humanities"
875,7.5,2.7,6.2,4.5,3.1,2.97,"Moderate","Medicine"
876,7.1,0.8,9.9,3.9,2.3,3.28,"Moderate","Education"
877,9.7,1.2,8.9,3.2,1,3.26,"High","Medicine"
878,8.4,2.9,7.9,1,3.8,3.2,"High","Education"
879,7.5,1.2,7.1,3.9,4.3,2.96,"Moderate","Humanities"
880,7,1.1,6,4.7,5.2,3.2,"Moderate","Arts & Sciences"
881,9.5,1.5,8.8,3.8,0.4,3.36,"High","Arts & Sciences"
882,9.8,1.5,6.7,0.4,5.6,3.54,"High","Communication"
883,7.4,0.4,6.2,1.9,8.1,3.16,"Moderate","Humanities"
884,6.5,3.4,9.3,3.7,1.1,3.02,"Moderate","Medicine"
885,5.7,2.8,9.7,4,1.8,2.86,"Low","Humanities"
886,8.2,2,5.6,1.9,6.3,2.81,"High","Humanities"
887,9,3.4,5.7,5.6,0.3,3.59,"High","Communication"
888,8.8,3.2,9.7,0.7,1.6,3.07,"High","Humanities"
889,9.3,0.5,8.5,4.2,1.5,3.17,"High","Humanities"
890,9.4,0.7,5.3,4.3,4.3,3.57,"High","Education"
891,7.4,3.4,6.9,1,5.3,3.15,"Moderate","Humanities"
892,5.9,2.9,7.6,3.6,4,3.13,"Low","Education"
893,7.3,3.3,9.1,3.1,1.2,3.34,"Moderate","Arts & Sciences"
894,6.8,3.5,8.6,0.6,4.5,3.23,"Moderate","Medicine"
895,7,3.5,5.2,5.8,2.5,3.26,"High","Humanities"
896,6.4,1,9.7,1.8,5.1,3.25,"Moderate","Communication"
897,8.9,1.6,5.7,0.1,7.7,3.42,"High","Education"
898,6.8,1.4,6.7,3.1,6,3.03,"Moderate","Arts & Sciences"
899,7.2,3.5,7.5,2.9,2.9,3.04,"Moderate","Arts & Sciences"
900,8.3,2.4,7.1,2.5,3.7,3.22,"High","Arts & Sciences"
901,8.9,0.8,9.1,3.4,1.8,3.1,"High","Medicine"
902,6.3,3,7.6,1.9,5.2,2.48,"Moderate","Communication"
903,8,4,7.2,4.4,0.4,3.11,"Moderate","Education"
904,6,1.7,6.1,0,10.2,2.87,"Moderate","Medicine"
905,9.6,3.4,8.7,0.4,1.9,3.5,"High","Humanities"
906,7.2,0.5,7.6,2.1,6.6,3.11,"Moderate","Humanities"
907,6.9,2.5,8.6,0.7,5.3,3.29,"Moderate","Medicine"
908,6.7,1.8,8.4,3.1,4,2.92,"Moderate","Humanities"
909,9.3,3.5,5,4.7,1.5,3.45,"High","Education"
910,7.4,3.9,8.8,1,2.9,3.11,"Moderate","Medicine"
911,7.7,4,9.3,0.3,2.7,2.96,"Moderate","Medicine"
912,5,1.6,6.2,4.9,6.3,3.01,"Low","Arts & Sciences"
913,6.7,3.3,5,1.8,7.2,2.85,"High","Humanities"
914,5.3,0.7,7.8,1.7,8.5,2.64,"Low","Humanities"
915,7.1,1.5,9.4,5.4,0.6,2.65,"Moderate","Education"
916,5.5,3.8,5.3,1.8,7.6,2.81,"High","Medicine"
917,6.5,1.3,5.8,4.7,5.7,3.04,"High","Communication"
918,5.6,0.3,9.5,1.1,7.5,2.66,"Low","Medicine"
919,9.1,2.2,5.4,5.7,1.6,3.48,"High","Humanities"
920,5.8,3.4,5.1,3.1,6.6,2.79,"High","Medicine"
921,8.8,3.7,9.5,1.6,0.4,3.29,"High","Education"
922,6.4,1.2,6.9,2.4,7.1,3,"Moderate","Humanities"
923,7.7,0.6,8.5,1,6.2,3.16,"Moderate","Medicine"
924,9,3,8.2,0.6,3.2,2.96,"High","Education"
925,7.7,0.3,6.9,2.5,6.6,3.08,"Moderate","Humanities"
926,5.9,1.6,9.7,0.8,6,2.86,"Low","Education"
927,8.8,0.4,9.9,1.9,3,3.19,"High","Humanities"
928,8.1,0.8,5.7,5.6,3.8,3.45,"High","Arts & Sciences"
929,9.6,3.5,8.1,2.3,0.5,3.4,"High","Humanities"
930,6.6,2.5,6.8,0.9,7.2,2.88,"Moderate","Education"
931,8,3.3,6.9,0.8,5,3.08,"Moderate","Communication"
932,6.5,2.6,8,4.2,2.7,2.83,"Moderate","Arts & Sciences"
933,6.8,3.3,6,2.8,5.1,2.92,"Moderate","Humanities"
934,5.5,3.5,6.7,4.1,4.2,2.92,"Low","Humanities"
935,5.1,2.8,6.6,0.3,9.2,2.49,"Low","Education"
936,6.9,0.3,5.7,1.8,9.3,3.15,"High","Education"
937,5.4,3.6,5,2.9,7.1,2.74,"High","Medicine"
938,9.6,0.6,9.8,0.8,3.2,3.29,"High","Humanities"
939,8.7,2.2,9.4,2,1.7,3.03,"High","Medicine"
940,5.8,3.7,6.6,2.2,5.7,2.9,"Low","Education"
941,8.8,1.4,9.8,3,1,3.51,"High","Humanities"
942,5.2,1,7.3,1.4,9.1,2.83,"Low","Arts & Sciences"
943,8.7,3.7,7.1,1.5,3,3.29,"High","Humanities"
944,7.4,1.4,9.5,3.2,2.5,3.22,"Moderate","Arts & Sciences"
945,8.8,3.2,6.7,2.3,3,3.24,"High","Communication"
946,9,3.8,8.1,2.3,0.8,3.55,"High","Medicine"
947,9,3.4,7,0.2,4.4,3.68,"High","Humanities"
948,7.3,3,6.8,3.8,3.1,2.91,"Moderate","Medicine"
949,5.9,3,7.7,1.2,6.2,3.09,"Low","Humanities"
950,7.4,0.9,9.8,4.2,1.7,2.94,"Moderate","Arts & Sciences"
951,9.8,1.7,7.4,4.6,0.5,3.84,"High","Communication"
952,6.3,1.8,5.6,1.2,9.1,2.99,"High","Humanities"
953,5,0.2,9.9,1.5,7.4,2.94,"Low","Humanities"
954,7.8,0.6,8.6,3.6,3.4,3.26,"Moderate","Medicine"
955,8.7,3.1,9.9,1.3,1,3.55,"High","Education"
956,5.3,3.6,5.6,2,7.5,2.53,"High","Communication"
957,9.1,2.4,7,2.6,2.9,3.28,"High","Humanities"
958,9.3,0.4,8.9,4.6,0.8,3.58,"High","Medicine"
959,5.9,1.7,5.8,4.2,6.4,3.32,"High","Education"
960,6,0.8,5.2,1.9,10.1,3.01,"High","Medicine"
961,7.8,3.4,8.3,2,2.5,3.18,"Moderate","Arts & Sciences"
962,6.3,0.2,8.6,0.7,8.2,3.1,"Moderate","Humanities"
963,6.5,2.1,7.8,3.6,4,2.9,"Moderate","Arts & Sciences"
964,8.1,3.9,8.6,3.1,0.3,2.99,"High","Communication"
965,8.8,2.4,6,4,2.8,3.59,"High","Medicine"
966,7.4,2.1,6.7,3.1,4.7,3.44,"Moderate","Medicine"
967,6,3.2,5.9,0.5,8.4,3.28,"High","Medicine"
968,7.2,1.1,7.8,2.1,5.8,2.93,"Moderate","Arts & Sciences"
969,9.7,3.7,7.5,1,2.1,3.04,"High","Education"
970,9.6,0,7.8,4.4,2.2,3.38,"High","Medicine"
971,7.4,0.3,9.9,3.1,3.3,2.84,"Moderate","Medicine"
972,7.4,1.7,5.4,0.6,8.9,3.23,"High","Medicine"
973,9.2,1,6,3,4.8,3.18,"High","Communication"
974,5.2,0.2,9.2,0.7,8.7,2.82,"Low","Communication"
975,5.2,1.8,9.2,1.6,6.2,2.68,"Low","Arts & Sciences"
976,7.2,2.3,7.9,2,4.6,3.06,"Moderate","Humanities"
977,6.6,0.4,6.8,0.6,9.6,3.31,"Moderate","Medicine"
978,6.4,2.5,7.3,2.9,4.9,3.12,"Moderate","Education"
979,8.8,1.1,6.6,5.5,2,3.32,"High","Education"
980,9.6,2.4,7.7,1.1,3.2,3.3,"High","Humanities"
981,6.7,3.4,7.8,3.1,3,2.98,"Moderate","Medicine"
982,8,0.3,8.4,5.6,1.7,3.28,"Moderate","Arts & Sciences"
983,7.9,0.5,7.9,4.6,3.1,3.38,"Moderate","Humanities"
984,8.2,3.6,8.1,0.5,3.6,3.18,"High","Communication"
985,6.5,0.8,9.5,4.6,2.6,2.74,"Moderate","Arts & Sciences"
986,5.9,3,7.4,1.4,6.3,3.1,"Low","Medicine"
987,8.1,0.2,6.6,2.8,6.3,3.14,"High","Humanities"
988,6,3.1,7.1,3.4,4.4,2.84,"Moderate","Education"
989,5.1,0.1,7.2,4.9,6.7,2.94,"Low","Communication"
990,6.9,3.3,5.7,5.6,2.5,3.05,"High","Medicine"
991,8.8,3.8,8.4,1.1,1.9,3.3,"High","Humanities"
992,6.7,2.8,8.8,5.3,0.4,3.05,"Moderate","Education"
993,6,3.2,8.7,0.4,5.7,2.6,"Moderate","Arts & Sciences"
994,6.5,3.9,8.2,3.9,1.5,2.82,"Moderate","Education"
995,9.9,1.5,9,1.6,2,3.44,"High","Humanities"
996,9.7,0.9,6.6,4.5,2.3,3.5,"High","Education"
997,7,2.4,7.2,4.5,2.9,3,"Moderate","Medicine"
998,5.8,1.4,7,0.3,9.5,2.49,"Low","Medicine"
999,7.9,3.5,5.8,3.6,3.2,3.01,"High","Arts & Sciences"
1000,8.5,1.6,7.5,0,6.4,3.63,"High","Education"
1001,8.5,2.6,5.2,2.2,5.5,3.26,"High","Communication"
1002,7.5,3.6,8.6,2.5,1.8,3.19,"Moderate","Humanities"
1003,9,3.5,7.3,2,2.2,3.43,"High","Education"
1004,8.5,0.3,9.3,2.8,3.1,3.26,"High","Communication"
1005,5.3,2.2,7.1,5.3,4.1,2.9,"Low","Humanities"
1006,7.8,0.2,9.9,3.1,3,3.07,"Moderate","Medicine"
1007,6.5,1.9,9.3,1.8,4.5,2.92,"Moderate","Arts & Sciences"
1008,6.5,3.1,7.4,1.4,5.6,2.93,"Moderate","Medicine"
1009,5.8,1.3,9.7,2.1,5.1,2.87,"Low","Education"
1010,5.9,3.6,7.3,4.3,2.9,2.95,"Low","Humanities"
1011,9.9,0.2,5.5,4.3,4.1,3.32,"High","Medicine"
1012,5.2,0.1,8.9,0.8,9,2.66,"Low","Medicine"
1013,7.3,2.4,7.1,0.2,7,3.17,"Moderate","Communication"
1014,7.2,2.1,7.4,2.3,5,3.13,"Moderate","Medicine"
1015,9.4,3.6,6.7,2.6,1.7,2.81,"High","Medicine"
1016,6.4,3.8,5.7,3.5,4.6,3.07,"High","Education"
1017,6.4,1.1,7,6,3.5,2.98,"Moderate","Arts & Sciences"
1018,5.4,0.6,7.2,3.1,7.7,2.68,"Low","Education"
1019,6.3,1.3,5.4,1.8,9.2,3.1,"High","Communication"
1020,9.5,0,9.1,5.1,0.3,3.05,"High","Humanities"
1021,5.5,0.6,9.8,3.2,4.9,3.2,"Low","Arts & Sciences"
1022,8.7,4,6.4,2.6,2.3,3.21,"High","Education"
1023,7.7,1.6,5.8,5.9,3,3.15,"High","Humanities"
1024,8,0.9,7.7,4.2,3.2,3.44,"Moderate","Education"
1025,7.6,4,8.1,1.6,2.7,3.02,"Moderate","Communication"
1026,6.9,1.4,7.2,4.7,3.8,3.14,"Moderate","Communication"
1027,7.4,3.2,7.9,1.9,3.6,2.99,"Moderate","Communication"
1028,6.1,2,6.3,0.1,9.5,3.05,"Moderate","Medicine"
1029,8.2,2,7.2,5.8,0.8,3.45,"High","Education"
1030,5.7,2.3,9.3,3.5,3.2,2.9,"Low","Medicine"
1031,8.6,1.5,5.5,2.7,5.7,3.49,"High","Medicine"
1032,6.2,3.9,9.8,1,3.1,2.87,"Moderate","Humanities"
1033,6.7,3.6,9.8,1.7,2.2,3.06,"Moderate","Humanities"
1034,8.4,1.1,8.7,0.3,5.5,2.86,"High","Arts & Sciences"
1035,5.2,1.5,6.8,1.9,8.6,2.38,"Low","Education"
1036,6,1.2,9.9,2.5,4.4,2.88,"Moderate","Education"
1037,7.2,2.3,9.9,1.1,3.5,3.31,"Moderate","Medicine"
1038,8,0.4,8.4,0.4,6.8,3.39,"Moderate","Medicine"
1039,8,3,6.1,5,1.9,2.9,"Moderate","Communication"
1040,5.7,3.8,5.4,1.2,7.9,2.81,"High","Humanities"
1041,6.7,2.5,7.7,0.8,6.3,2.81,"Moderate","Medicine"
1042,6.1,1.6,8.5,1.3,6.5,2.76,"Moderate","Education"
1043,6.8,1.6,9.9,5.4,0.3,2.89,"Moderate","Humanities"
1044,5.3,1.3,6.3,3,8.1,2.94,"Low","Education"
1045,8.9,3.4,9.2,0.9,1.6,3.11,"High","Medicine"
1046,5.3,2.8,5,2.5,8.4,3.02,"High","Medicine"
1047,6.6,2.8,8.8,1.8,4,2.87,"Moderate","Medicine"
1048,7.2,2.9,8.5,5.3,0.1,3.26,"Moderate","Humanities"
1049,6.1,2.6,8,5.5,1.8,3.01,"Moderate","Humanities"
1050,7.8,1.1,7.4,2,5.7,3.04,"Moderate","Arts & Sciences"
1051,7.9,3.6,7.8,3,1.7,3.05,"Moderate","Humanities"
1052,6.2,2,6.6,1.1,8.1,2.94,"Moderate","Communication"
1053,7.5,1.3,6.3,2.8,6.1,3.21,"Moderate","Education"
1054,5.5,3.1,9,4.6,1.8,2.97,"Low","Arts & Sciences"
1055,5.6,2.6,9.2,3.5,3.1,2.72,"Low","Communication"
1056,7.6,0.1,8.2,0.5,7.6,3.56,"Moderate","Communication"
1057,7.2,1.2,7.7,0.8,7.1,3.28,"Moderate","Arts & Sciences"
1058,5.8,0.4,5.7,5.3,6.8,3,"High","Humanities"
1059,7.6,1.9,5.5,3.9,5.1,3.17,"High","Arts & Sciences"
1060,8.1,0.3,5.6,0.3,9.7,3.25,"High","Humanities"
1061,6.3,0.5,6.3,2.3,8.6,2.97,"Moderate","Humanities"
1062,9.2,2.8,5.6,4.4,2,3.5,"High","Communication"
1063,6.4,2.6,6.7,6,2.3,2.78,"Moderate","Humanities"
1064,9.7,0.1,8.5,4.1,1.6,3.26,"High","Medicine"
1065,9.2,3.9,9.9,0.1,0.9,3.48,"High","Education"
1066,8.2,0.5,8.3,5.9,1.1,3.44,"High","Arts & Sciences"
1067,9.6,1.8,5.2,2.2,5.2,3.55,"High","Medicine"
1068,7.3,0.2,7.1,2.8,6.6,3.27,"Moderate","Communication"
1069,9.6,2.6,6.6,2.7,2.5,3.37,"High","Education"
1070,6.8,2.7,8.3,4.3,1.9,2.58,"Moderate","Arts & Sciences"
1071,6.3,1.3,5.6,3.9,6.9,2.97,"High","Humanities"
1072,9.3,3.6,7.2,1.8,2.1,3.3,"High","Arts & Sciences"
1073,5.4,2.7,9.1,1.5,5.3,3.04,"Low","Communication"
1074,9.4,1,7.8,1.1,4.7,3.36,"High","Education"
1075,5.5,3.6,9.1,4.4,1.4,2.44,"Low","Medicine"
1076,7.7,0.4,8.8,3.5,3.6,3,"Moderate","Education"
1077,5.9,0.8,5.9,0.3,11.1,3.11,"High","Education"
1078,5.1,0.2,7.9,4.9,5.9,2.82,"Low","Education"
1079,6.6,1.4,8,1.6,6.4,3.23,"Moderate","Humanities"
1080,8.7,2.7,6,2.1,4.5,3.67,"High","Education"
1081,5.6,0.5,8.4,5.2,4.3,2.86,"Low","Humanities"
1082,5.9,0.4,9.1,3.5,5.1,2.96,"Low","Humanities"
1083,8.1,3.1,8.5,3.6,0.7,3.12,"High","Arts & Sciences"
1084,8.2,1.3,9.8,0.2,4.5,3.38,"High","Humanities"
1085,7.9,0.7,8.6,1.1,5.7,3.18,"Moderate","Arts & Sciences"
1086,9.6,0.8,5.7,4.6,3.3,3.12,"High","Communication"
1087,7.5,3.6,5.7,3.9,3.3,3.01,"High","Humanities"
1088,8.4,2.4,8.8,1.4,3,3.17,"High","Communication"
1089,7.2,1.6,9.9,1.5,3.8,2.89,"Moderate","Communication"
1090,7.8,1,9.6,1.5,4.1,2.9,"Moderate","Humanities"
1091,9.5,0.4,8.3,5.3,0.5,3.56,"High","Education"
1092,8.4,1.2,5.9,1.8,6.7,3.25,"High","Arts & Sciences"
1093,5.5,0.6,5.5,2.5,9.9,2.74,"High","Arts & Sciences"
1094,5.7,2.6,6,0.6,9.1,2.92,"Low","Education"
1095,5.8,3.7,9.1,1.9,3.5,2.97,"Low","Education"
1096,8.4,2.7,8.1,1.3,3.5,3.68,"High","Communication"
1097,5.2,1.8,9.5,3.4,4.1,2.88,"Low","Medicine"
1098,8.4,3.9,9.9,1.2,0.6,3.08,"High","Medicine"
1099,6.2,3.2,5.5,4.7,4.4,2.89,"High","Education"
1100,8.2,1.7,7.2,1.9,5,3.38,"High","Arts & Sciences"
1101,8.8,3.7,9.7,0.3,1.5,3.39,"High","Medicine"
1102,6.3,0.3,6.3,5.5,5.6,3.06,"Moderate","Humanities"
1103,8.2,2.9,6.3,4.3,2.3,3.21,"High","Communication"
1104,8.1,0.6,9.1,1.4,4.8,3.15,"High","Medicine"
1105,8.3,1.6,8,0.6,5.5,3.4,"High","Education"
1106,10,0.8,6.3,4,2.9,3.39,"High","Humanities"
1107,9.8,3.7,7.5,2.4,0.6,3.35,"High","Communication"
1108,6.4,3.3,6.9,0.5,6.9,2.9,"Moderate","Arts & Sciences"
1109,6.7,3.9,8.1,2.2,3.1,2.89,"Moderate","Humanities"
1110,5.4,0.2,5.6,3.5,9.3,2.98,"High","Arts & Sciences"
1111,9.6,2,9.2,1.4,1.8,3.64,"High","Humanities"
1112,5.9,1.4,8.2,0.4,8.1,3.07,"Low","Medicine"
1113,6.8,2.1,10,2.4,2.7,2.96,"Moderate","Humanities"
1114,9,2.4,9.4,1.3,1.9,3.61,"High","Education"
1115,8,2.5,7.1,0.9,5.5,3.13,"Moderate","Humanities"
1116,6.1,2.9,6.6,3,5.4,3.01,"Moderate","Communication"
1117,5.8,3.8,9.3,4.4,0.7,3.16,"Low","Education"
1118,5.7,0,5.1,3.5,9.7,2.75,"High","Humanities"
1119,7.3,2.1,5,2.5,7.1,3,"High","Humanities"
1120,8.7,0.9,9.1,3.1,2.2,3.65,"High","Medicine"
1121,6.1,0.9,8.1,5,3.9,2.61,"Moderate","Education"
1122,9.3,2.7,7.2,2.3,2.5,3.29,"High","Humanities"
1123,6,2.5,6.8,6,2.7,2.5,"Moderate","Communication"
1124,7.8,3.7,9,1.6,1.9,2.6,"Moderate","Education"
1125,8.6,2.3,7.5,1.1,4.5,2.97,"High","Arts & Sciences"
1126,9.6,1.3,9.8,1.8,1.5,3.39,"High","Medicine"
1127,8.2,2.2,5.6,2.3,5.7,3.28,"High","Humanities"
1128,7.2,3.1,6.1,1,6.6,2.92,"Moderate","Communication"
1129,7,3.7,8.6,2,2.7,2.88,"Moderate","Medicine"
1130,9.9,2.7,6.4,2.9,2.1,3.49,"High","Medicine"
1131,5.5,3.9,5.9,3.9,4.8,2.99,"High","Medicine"
1132,8.9,2.7,8.1,3.8,0.5,3.14,"High","Humanities"
1133,5.4,1.3,6.2,5.9,5.2,3.1,"Low","Education"
1134,8.4,0.8,6.2,1.7,6.9,3.12,"High","Arts & Sciences"
1135,7.1,0.9,5.1,5.3,5.6,3.05,"High","Arts & Sciences"
1136,6.7,0,8.4,5,3.9,3.05,"Moderate","Arts & Sciences"
1137,5.7,0.6,9,3.7,5,2.88,"Low","Arts & Sciences"
1138,6.5,1.5,8.8,4.9,2.3,2.88,"Moderate","Communication"
1139,7,3.8,7,4.6,1.6,3.24,"Moderate","Medicine"
1140,9.5,0.3,9.7,3.7,0.8,3.42,"High","Communication"
1141,9,0.8,9,4.4,0.8,3.37,"High","Arts & Sciences"
1142,5.2,0.6,7.7,3.5,7,2.77,"Low","Communication"
1143,8.2,0.1,9.8,0.3,5.6,3.37,"High","Medicine"
1144,8.3,3.3,5.1,3.3,4,3.27,"High","Humanities"
1145,7.3,2,5.4,4.1,5.2,3.41,"High","Education"
1146,7.4,0.6,8.2,1,6.8,3.11,"Moderate","Communication"
1147,9.4,2.5,5.8,5.8,0.5,3.25,"High","Medicine"
1148,8.1,1,9,4.8,1.1,3.22,"High","Communication"
1149,9.9,2,7.3,3.6,1.2,3.51,"High","Arts & Sciences"
1150,7.7,0.4,7.1,5.1,3.7,2.94,"Moderate","Humanities"
1151,9.3,0.4,5.5,1.6,7.2,3.29,"High","Humanities"
1152,8.1,1.4,8.9,1.3,4.3,3.27,"High","Arts & Sciences"
1153,8.2,0.9,8.6,5.2,1.1,3.03,"High","Medicine"
1154,7.1,0.6,8.5,4.6,3.2,3.11,"Moderate","Education"
1155,5.5,2,9.1,5.6,1.8,2.95,"Low","Medicine"
1156,7.7,1.6,9.2,2.7,2.8,3.16,"Moderate","Arts & Sciences"
1157,7.4,2,9.2,4.5,0.9,2.77,"Moderate","Medicine"
1158,7.5,2.3,6.2,4.8,3.2,2.93,"Moderate","Humanities"
1159,7.4,1.3,5.5,1.4,8.4,3.09,"High","Medicine"
1160,5.8,1.8,6.5,0.2,9.7,2.92,"Low","Humanities"
1161,6.6,2.2,7.8,2.1,5.3,3.09,"Moderate","Humanities"
1162,6.9,1,6.2,2.7,7.2,3.02,"Moderate","Medicine"
1163,8.8,0.8,8.5,0.1,5.8,3.61,"High","Humanities"
1164,6.7,2.3,6,4.5,4.5,2.92,"Moderate","Medicine"
1165,5.3,3.4,6,5.2,4.1,3.06,"Low","Medicine"
1166,6.6,3.6,5.6,1.1,7.1,2.82,"High","Humanities"
1167,7.5,0.3,6,5.7,4.5,3.11,"Moderate","Education"
1168,9.6,2.2,6.3,4.1,1.8,3.49,"High","Communication"
1169,8.3,4,6.3,3.6,1.8,3.36,"High","Humanities"
1170,7.5,1.2,5.8,1.7,7.8,3.25,"High","Communication"
1171,6.9,3,7.7,0.5,5.9,3.17,"Moderate","Humanities"
1172,8.2,3.2,7.3,1.9,3.4,3.2,"High","Arts & Sciences"
1173,5.5,3.5,8.9,1,5.1,2.3,"Low","Education"
1174,8.1,3.8,7.9,2.3,1.9,3.72,"High","Communication"
1175,5.3,0.3,5.9,0.2,12.3,2.97,"High","Arts & Sciences"
1176,5.7,3.3,5.8,1.8,7.4,3.04,"High","Communication"
1177,6.2,1.5,6.3,2.9,7.1,2.97,"Moderate","Education"
1178,5.3,0.6,5.3,3.8,9,2.79,"High","Communication"
