"Student_ID","Study_Hours_Per_Day","Extracurricular_Hours_Per_Day","Sleep_Hours_Per_Day","Social_Hours_Per_Day","Physical_Activity_Hours_Per_Day","GPA","Stress_Level","college","GPA_Level","Stress_Level2","books_read"
597,6.2,0.9,6.4,1.5,9,2.92,"Moderate","Education","MediumGPA","LowModerate",5
598,8.7,2.4,8.4,0.4,4.1,3.16,"High","Medicine","MediumGPA","High",4
599,9.8,3.4,9,1.5,0.3,3.49,"High","Education","HighGPA","High",8
600,6,2.5,8.7,4.4,2.4,3.05,"Moderate","Communication","MediumGPA","LowModerate",1
601,7.6,0.3,6.9,5.5,3.7,3.35,"Moderate","Humanities","HighGPA","LowModerate",3
602,6.3,1.5,9.5,4,2.7,3.42,"Moderate","Medicine","HighGPA","LowModerate",6
603,8.9,1.8,8.2,1.3,3.8,3.21,"High","Education","MediumGPA","High",3
604,7.2,2.6,9.7,0.3,4.2,3.42,"Moderate","Arts & Sciences","HighGPA","LowModerate",4
605,9.1,1.2,7.2,0.1,6.4,3.37,"High","Medicine","HighGPA","High",3
606,5.3,2,9.6,0.6,6.5,2.41,"Low","Arts & Sciences","LowGPA","LowModerate",7
607,8.8,1.6,8.3,1.4,3.9,3.26,"High","Education","MediumGPA","High",3
608,5.4,0.7,8.3,5.3,4.3,2.75,"Low","Humanities","LowGPA","LowModerate",7
609,9.1,2.7,5.6,1.7,4.9,3.15,"High","Education","MediumGPA","High",4
610,7.6,2.1,6.8,2.1,5.4,2.97,"Moderate","Education","MediumGPA","LowModerate",4
611,9.1,3.2,6.5,4.8,0.4,3.34,"High","Humanities","HighGPA","High",6
612,6.8,2,9.7,4.8,0.7,3.09,"Moderate","Communication","MediumGPA","LowModerate",2
613,5.5,1.6,7.8,3,6.1,2.9,"Low","Medicine","MediumGPA","LowModerate",1
614,8.4,3.4,9.3,2.2,0.7,3.2,"High","Arts & Sciences","MediumGPA","High",11
615,7.2,2.4,5.8,4,4.6,3.19,"High","Arts & Sciences","MediumGPA","High",5
616,6.1,0.5,5.8,0,11.6,2.73,"High","Humanities","LowGPA","High",7
617,8.6,2.9,7.6,0.8,4.1,3.15,"High","Education","MediumGPA","High",8
618,5.5,0.9,7.6,3.6,6.4,2.57,"Low","Education","LowGPA","LowModerate",6
619,6.2,0.2,7,1.4,9.2,3.13,"Moderate","Arts & Sciences","MediumGPA","LowModerate",10
620,7.1,1.7,7.7,4.2,3.3,3.48,"Moderate","Communication","HighGPA","LowModerate",2
621,8.5,0.7,7.5,2.5,4.8,3.34,"High","Humanities","HighGPA","High",8
622,7.7,0.5,8,0.7,7.1,3.34,"Moderate","Education","HighGPA","LowModerate",7
623,6.7,0.6,8.5,1.2,7,3.18,"Moderate","Medicine","MediumGPA","LowModerate",7
624,6,2,7.1,0.1,8.8,2.85,"Moderate","Arts & Sciences","LowGPA","LowModerate",4
625,9,0.3,7.4,3.4,3.9,3.64,"High","Education","HighGPA","High",2
626,6.3,0,8.6,3.2,5.9,3.14,"Moderate","Medicine","MediumGPA","LowModerate",4
627,9.2,3.3,9.2,1.1,1.2,3.6,"High","Medicine","HighGPA","High",4
628,7.3,0.7,9.3,5.3,1.4,2.97,"Moderate","Humanities","MediumGPA","LowModerate",7
629,7.3,0.3,6.9,4.8,4.7,3.09,"Moderate","Medicine","MediumGPA","LowModerate",4
630,5.3,3.5,6.9,3.3,5,2.81,"Low","Communication","LowGPA","LowModerate",4
631,9.8,0.3,8.2,0.4,5.3,3.71,"High","Education","HighGPA","High",6
632,7.2,4,7.8,1.6,3.4,2.98,"Moderate","Education","MediumGPA","LowModerate",7
633,6.1,1.4,6.9,0.4,9.2,2.79,"Moderate","Humanities","LowGPA","LowModerate",5
634,8.6,2.6,8.5,0,4.3,2.85,"High","Medicine","LowGPA","High",6
635,6.1,2.6,7.4,0,7.9,3.03,"Moderate","Medicine","MediumGPA","LowModerate",2
636,7.7,0.3,8.8,3.5,3.7,3.29,"Moderate","Medicine","MediumGPA","LowModerate",3
637,8.9,3,9,1.6,1.5,3.42,"High","Education","HighGPA","High",9
638,8.1,3,5.8,1.2,5.9,3.04,"High","Humanities","MediumGPA","High",6
639,9.5,3,9.5,1.5,0.5,3.76,"High","Communication","HighGPA","High",7
640,9.4,2.3,8.2,0.6,3.5,3.62,"High","Education","HighGPA","High",4
641,7.4,2.9,6.4,1.2,6.1,2.89,"Moderate","Communication","LowGPA","LowModerate",5
642,6.1,1.7,9.5,3,3.7,2.76,"Moderate","Education","LowGPA","LowModerate",7
643,5.9,0.3,8.5,2.3,7,2.99,"Low","Education","MediumGPA","LowModerate",8
644,9,1.1,8.5,1.4,4,3.56,"High","Education","HighGPA","High",4
645,9.7,2.5,6.6,1.4,3.8,3.57,"High","Arts & Sciences","HighGPA","High",2
646,6.1,2.4,6.3,4,5.2,2.73,"Moderate","Medicine","LowGPA","LowModerate",6
647,9.1,3.1,8.8,0.6,2.4,3.42,"High","Education","HighGPA","High",6
648,6.8,1.7,5.2,1.6,8.7,2.91,"High","Education","MediumGPA","High",2
649,5.2,3.5,6.2,3.3,5.8,2.8,"Low","Education","LowGPA","LowModerate",4
650,6.6,3.6,9.4,1.4,3,2.94,"Moderate","Communication","MediumGPA","LowModerate",5
651,9.5,4,9.1,1.2,0.2,3.52,"High","Medicine","HighGPA","High",6
652,5.3,0.4,10,2,6.3,2.49,"Low","Humanities","LowGPA","LowModerate",8
653,8.7,3.2,9.3,2.8,0,3.1,"High","Arts & Sciences","MediumGPA","High",5
654,5.1,1.4,8.9,3.4,5.2,2.72,"Low","Humanities","LowGPA","LowModerate",5
655,6.6,2.6,6.2,0.1,8.5,3.11,"Moderate","Medicine","MediumGPA","LowModerate",6
656,8.8,0.2,9.2,3.6,2.2,3.59,"High","Medicine","HighGPA","High",7
657,7.8,2.5,9.3,2.6,1.8,3.2,"Moderate","Communication","MediumGPA","LowModerate",8
658,8.8,1.8,8.5,1.9,3,3.32,"High","Medicine","MediumGPA","High",2
659,6.1,2.4,9.6,5.5,0.4,2.99,"Moderate","Medicine","MediumGPA","LowModerate",5
660,6.1,4,9.9,2.6,1.4,2.49,"Moderate","Medicine","LowGPA","LowModerate",4
661,9,2.9,8,0.2,3.9,3.74,"High","Humanities","HighGPA","High",7
662,8.4,1.5,9.7,0.7,3.7,3.16,"High","Education","MediumGPA","High",7
663,7.5,2.8,8.5,3.4,1.8,2.98,"Moderate","Communication","MediumGPA","LowModerate",2
664,8.2,2.4,5.9,4.2,3.3,3.13,"High","Education","MediumGPA","High",6
665,7.3,2.7,9.2,0.8,4,3.41,"Moderate","Medicine","HighGPA","LowModerate",3
666,9.2,3.2,9.8,1,0.8,3.55,"High","Education","HighGPA","High",2
667,7.4,1.6,5.8,3.4,5.8,3.19,"High","Medicine","MediumGPA","High",9
668,7.9,2.4,6.8,0.3,6.6,3.14,"Moderate","Education","MediumGPA","LowModerate",3
669,5.2,1.7,5.4,3.6,8.1,2.55,"High","Education","LowGPA","High",6
670,9.3,3.5,6,3.8,1.4,3.52,"High","Education","HighGPA","High",3
671,6.4,3.2,10,0.1,4.3,3.01,"Moderate","Medicine","MediumGPA","LowModerate",1
672,9.9,1.9,9.2,0.2,2.8,3.65,"High","Humanities","HighGPA","High",5
673,6.7,0.3,9.9,4.9,2.2,2.96,"Moderate","Medicine","MediumGPA","LowModerate",2
674,5.4,0.8,6.1,2.8,8.9,2.66,"Low","Arts & Sciences","LowGPA","LowModerate",4
675,6.3,0.4,5.8,0.9,10.6,2.93,"High","Communication","MediumGPA","High",4
676,6.4,3.2,6.6,1.8,6,3.06,"Moderate","Medicine","MediumGPA","LowModerate",5
677,6.2,0.5,6.3,2.1,8.9,2.84,"Moderate","Arts & Sciences","LowGPA","LowModerate",7
678,6.1,3.2,5.7,2.1,6.9,2.95,"High","Medicine","MediumGPA","High",3
679,9.3,0.6,5.4,2.9,5.8,3.51,"High","Education","HighGPA","High",5
680,9,0.5,7.9,3,3.6,2.99,"High","Medicine","MediumGPA","High",5
681,5.7,2.5,6.4,2.9,6.5,2.84,"Low","Medicine","LowGPA","LowModerate",6
682,6.5,3.3,5.3,2.5,6.4,2.81,"High","Medicine","LowGPA","High",6
683,7.3,2.9,7.9,3.9,2,3.19,"Moderate","Medicine","MediumGPA","LowModerate",7
684,6.6,2.2,9.2,5.9,0.1,3.06,"Moderate","Arts & Sciences","MediumGPA","LowModerate",8
685,9.4,1.5,6,2.9,4.2,3.4,"High","Medicine","HighGPA","High",9
686,7.4,3.4,6.8,5.2,1.2,3.45,"Moderate","Communication","HighGPA","LowModerate",5
687,7,1.3,7.3,4.6,3.8,3,"Moderate","Arts & Sciences","MediumGPA","LowModerate",5
688,9.8,0.7,7.8,3.3,2.4,3.41,"High","Arts & Sciences","HighGPA","High",3
689,7.4,2.6,6.1,3.3,4.6,3.41,"Moderate","Medicine","HighGPA","LowModerate",5
690,5.7,2.3,5.9,1.7,8.4,2.62,"High","Medicine","LowGPA","High",3
691,6.1,0.7,9.1,1.7,6.4,2.69,"Moderate","Education","LowGPA","LowModerate",1
692,6.9,3.2,6.8,0.5,6.6,3.08,"Moderate","Education","MediumGPA","LowModerate",6
693,7.8,3.4,9,0.7,3.1,2.95,"Moderate","Education","MediumGPA","LowModerate",5
694,6.1,3.5,6.2,1.6,6.6,3.05,"Moderate","Humanities","MediumGPA","LowModerate",3
695,5,3.5,9,3.8,2.7,2.62,"Low","Communication","LowGPA","LowModerate",4
696,7.3,1.4,5.5,2.9,6.9,3.19,"High","Medicine","MediumGPA","High",5
697,9.6,0.2,6.5,1.2,6.5,3.5,"High","Medicine","HighGPA","High",3
698,7.3,1.9,8.8,0.9,5.1,3.06,"Moderate","Medicine","MediumGPA","LowModerate",2
699,7.4,1.7,8,6,0.9,3,"Moderate","Education","MediumGPA","LowModerate",4
700,9.1,0.7,5.2,1.2,7.8,3.64,"High","Humanities","HighGPA","High",4
701,6.7,2,8.1,5.5,1.7,3.11,"Moderate","Education","MediumGPA","LowModerate",7
702,5.3,0.1,7.8,2.6,8.2,3.58,"Low","Humanities","HighGPA","LowModerate",3
703,9.2,0.6,5.1,2.7,6.4,3.27,"High","Humanities","MediumGPA","High",1
704,8,1.1,5.9,2.3,6.7,3.27,"High","Humanities","MediumGPA","High",7
705,9,1.6,8.8,0.6,4,3.2,"High","Education","MediumGPA","High",4
706,8.4,2.3,9.6,1.4,2.3,3.41,"High","Humanities","HighGPA","High",6
707,5.3,0.1,9.1,3.1,6.4,2.65,"Low","Communication","LowGPA","LowModerate",5
708,6.7,0.1,9.8,4,3.4,3.15,"Moderate","Education","MediumGPA","LowModerate",4
709,9.7,1.1,8.1,3.5,1.6,3.63,"High","Medicine","HighGPA","High",3
710,9.7,3.5,8.7,0.6,1.5,3.36,"High","Communication","HighGPA","High",4
711,6.4,3.9,5.1,4.3,4.3,3.14,"High","Humanities","MediumGPA","High",6
712,10,1.2,6.7,0.5,5.6,3.79,"High","Arts & Sciences","HighGPA","High",5
713,7.2,1,6.7,5,4.1,3.21,"Moderate","Arts & Sciences","MediumGPA","LowModerate",6
714,5.3,0.4,5.8,3.6,8.9,2.76,"High","Medicine","LowGPA","High",6
715,5.8,3.9,7.2,3,4.1,2.83,"Low","Arts & Sciences","LowGPA","LowModerate",5
716,8.3,3,8.8,2.3,1.6,2.92,"High","Education","MediumGPA","High",4
717,9.5,3.3,8.8,0.1,2.3,3.24,"High","Humanities","MediumGPA","High",1
718,7,3.5,9.5,3.6,0.4,3.4,"Moderate","Humanities","HighGPA","LowModerate",0
719,6.6,2.8,6.4,1.1,7.1,2.88,"Moderate","Education","LowGPA","LowModerate",12
720,7.1,3.3,5.6,4.4,3.6,2.85,"High","Education","LowGPA","High",2
721,7.7,1.2,7.5,1.8,5.8,2.88,"Moderate","Medicine","LowGPA","LowModerate",4
722,5.8,0.5,7.7,5.4,4.6,3.27,"Low","Humanities","MediumGPA","LowModerate",6
723,6.7,2.9,8.3,5.6,0.5,3.06,"Moderate","Medicine","MediumGPA","LowModerate",6
724,8.3,3.6,7,1.7,3.4,3.5,"High","Humanities","HighGPA","High",8
725,5.1,3.3,9,0.6,6,2.54,"Low","Communication","LowGPA","LowModerate",5
726,5.6,3.9,6.1,0.4,8,3.32,"Low","Arts & Sciences","MediumGPA","LowModerate",6
727,8,3,5.2,4,3.8,3.01,"High","Communication","MediumGPA","High",7
728,5.9,2.3,6.5,5.6,3.7,2.9,"Low","Humanities","MediumGPA","LowModerate",5
729,9.1,3.9,6.3,4.6,0.1,2.98,"High","Humanities","MediumGPA","High",7
730,5.3,0.2,8.5,2.7,7.3,2.62,"Low","Medicine","LowGPA","LowModerate",1
731,6.1,2.5,6.3,3.5,5.6,3.13,"Moderate","Education","MediumGPA","LowModerate",4
732,9.1,1.9,6.8,2.2,4,3.27,"High","Education","MediumGPA","High",8
733,9,1.3,6,0.5,7.2,3.05,"High","Medicine","MediumGPA","High",6
734,9.2,0.9,6.9,4.9,2.1,2.81,"High","Communication","LowGPA","High",8
735,9.1,1.5,7.3,1.8,4.3,3.4,"High","Medicine","HighGPA","High",3
736,7.7,0.1,7.4,2.4,6.4,3.24,"Moderate","Arts & Sciences","MediumGPA","LowModerate",4
737,5.8,2.6,9.9,3.2,2.5,2.8,"Low","Education","LowGPA","LowModerate",7
738,7.1,0.5,8.1,5.6,2.7,3.1,"Moderate","Medicine","MediumGPA","LowModerate",11
739,8.3,0.3,6.8,3.3,5.3,3.48,"High","Arts & Sciences","HighGPA","High",4
740,9.1,2.4,6.9,1.4,4.2,3.3,"High","Humanities","MediumGPA","High",0
741,5.5,1.4,7.1,4.1,5.9,2.71,"Low","Education","LowGPA","LowModerate",11
742,7,0.7,5.8,5,5.5,3.09,"High","Medicine","MediumGPA","High",3
743,5.2,1.7,5.8,5.3,6,2.48,"High","Arts & Sciences","LowGPA","High",2
744,7.5,2.9,9.8,0.8,3,3.19,"Moderate","Education","MediumGPA","LowModerate",5
745,9.4,3.7,9.6,0.8,0.5,3.16,"High","Medicine","MediumGPA","High",4
746,8.8,2.1,8.4,2,2.7,3.66,"High","Humanities","HighGPA","High",5
747,8.7,3.3,5.7,5,1.3,3.55,"High","Arts & Sciences","HighGPA","High",7
748,7.2,1.5,9.6,1.4,4.3,3.11,"Moderate","Communication","MediumGPA","LowModerate",2
749,9.2,1.9,7.6,1.6,3.7,3.02,"High","Education","MediumGPA","High",6
750,5.2,1.1,5,5.9,6.8,2.93,"High","Medicine","MediumGPA","High",9
751,9.8,1.6,8.6,1.4,2.6,3.68,"High","Arts & Sciences","HighGPA","High",4
752,9.7,1.6,8.9,1,2.8,3.57,"High","Education","HighGPA","High",3
753,10,0.1,8,3.9,2,3.35,"High","Humanities","HighGPA","High",3
754,9.7,0.7,8.1,1.2,4.3,3.53,"High","Humanities","HighGPA","High",2
755,6.5,2.2,7.1,1,7.2,2.91,"Moderate","Humanities","MediumGPA","LowModerate",5
756,8.8,3.6,5.4,2.4,3.8,3.08,"High","Humanities","MediumGPA","High",5
757,5.5,0.1,8.3,3.6,6.5,2.73,"Low","Medicine","LowGPA","LowModerate",5
758,5.1,3.3,9.9,0.8,4.9,2.64,"Low","Education","LowGPA","LowModerate",8
759,6.2,3.5,9.6,2,2.7,2.55,"Moderate","Communication","LowGPA","LowModerate",1
760,5.1,2.3,5.1,4.7,6.8,3.03,"High","Humanities","MediumGPA","High",3
761,6.5,0.2,7.9,2.4,7,2.98,"Moderate","Arts & Sciences","MediumGPA","LowModerate",5
762,6.4,2.8,6.4,5.4,3,3.05,"Moderate","Arts & Sciences","MediumGPA","LowModerate",3
763,6.9,2.2,5.3,2.6,7,3.12,"High","Humanities","MediumGPA","High",5
764,6.1,0.9,9.1,5.6,2.3,3.01,"Moderate","Education","MediumGPA","LowModerate",5
765,5.5,1.8,6.7,5.2,4.8,2.24,"Low","Medicine","LowGPA","LowModerate",5
766,6.7,1.6,7.6,1,7.1,2.93,"Moderate","Humanities","MediumGPA","LowModerate",3
767,7.9,3.2,8.8,0.6,3.5,3.09,"Moderate","Education","MediumGPA","LowModerate",3
768,6.8,1.6,8.4,0.3,6.9,2.88,"Moderate","Education","LowGPA","LowModerate",4
769,5.2,1.6,8.5,1.2,7.5,2.52,"Low","Communication","LowGPA","LowModerate",6
770,9.4,3.6,6.5,1,3.5,3.57,"High","Communication","HighGPA","High",6
771,7.1,1,8.4,5,2.5,3.26,"Moderate","Arts & Sciences","MediumGPA","LowModerate",8
772,7,0.6,8.7,2.2,5.5,3.15,"Moderate","Medicine","MediumGPA","LowModerate",7
773,8.4,1.1,5.4,6,3.1,3.44,"High","Arts & Sciences","HighGPA","High",6
774,9.3,1.2,7.3,3.7,2.5,3.76,"High","Medicine","HighGPA","High",7
775,7.1,1.7,6.7,3.4,5.1,2.99,"Moderate","Communication","MediumGPA","LowModerate",3
776,9.7,2.8,9.1,1.3,1.1,3.54,"High","Communication","HighGPA","High",3
777,8.9,0.1,9.1,0.2,5.7,3.14,"High","Arts & Sciences","MediumGPA","High",4
778,8.8,1,9.3,0.5,4.4,3.18,"High","Education","MediumGPA","High",4
779,5.6,3.9,8.4,5.1,1,3.08,"Low","Medicine","MediumGPA","LowModerate",6
780,8,2.4,8.4,3,2.2,2.96,"Moderate","Medicine","MediumGPA","LowModerate",7
781,7.1,1.1,8.8,1.4,5.6,2.85,"Moderate","Education","LowGPA","LowModerate",3
782,8.1,3,6.1,0.4,6.4,3.37,"High","Education","HighGPA","High",7
783,5.7,2.4,9.2,0.3,6.4,2.69,"Low","Education","LowGPA","LowModerate",1
784,7.4,3.7,6.7,2.8,3.4,3.36,"Moderate","Arts & Sciences","HighGPA","LowModerate",6
785,5.1,0.3,6.3,0.2,12.1,2.55,"Low","Humanities","LowGPA","LowModerate",7
786,7.7,0.7,6.5,4,5.1,3.54,"Moderate","Medicine","HighGPA","LowModerate",5
787,9.8,0.2,9.5,2.6,1.9,3.47,"High","Medicine","HighGPA","High",3
788,5.3,0.4,8,2,8.3,3.37,"Low","Medicine","HighGPA","LowModerate",1
789,9.6,1.6,5.7,4.3,2.8,3.49,"High","Humanities","HighGPA","High",4
790,8.5,3.6,9,2,0.9,2.9,"High","Education","MediumGPA","High",8
791,8.4,3.8,6.5,0,5.3,3.08,"High","Medicine","MediumGPA","High",9
792,8.3,2.5,8,0.1,5.1,3.1,"High","Medicine","MediumGPA","High",5
793,8.6,1.3,8.3,3.2,2.6,3.11,"High","Humanities","MediumGPA","High",3
794,5.5,3.3,9.6,3.6,2,2.75,"Low","Medicine","LowGPA","LowModerate",5
795,5.5,1.6,8.6,4.7,3.6,2.64,"Low","Communication","LowGPA","LowModerate",7
796,6.3,0.1,7.7,5.1,4.8,3.22,"Moderate","Communication","MediumGPA","LowModerate",4
797,9.8,2.3,7.6,0.4,3.9,3.04,"High","Medicine","MediumGPA","High",2
798,8,1.6,6.2,0.6,7.6,3.38,"Moderate","Arts & Sciences","HighGPA","LowModerate",4
799,6.6,0.4,5.9,5.9,5.2,3.27,"High","Education","MediumGPA","High",4
800,9.4,4,7.9,2.2,0.5,2.91,"High","Arts & Sciences","MediumGPA","High",3
801,6.6,1.2,7,4,5.2,2.76,"Moderate","Communication","LowGPA","LowModerate",5
802,5.7,2.5,5.6,3.5,6.7,3.08,"High","Education","MediumGPA","High",4
803,8.5,2.8,8.8,3.4,0.5,3.63,"High","Education","HighGPA","High",2
804,8.1,0.7,5.1,1.7,8.4,3.21,"High","Arts & Sciences","MediumGPA","High",2
805,7.2,2.5,9.2,1,4.1,3.07,"Moderate","Education","MediumGPA","LowModerate",3
806,7.9,2.2,5.4,0.3,8.2,2.99,"High","Arts & Sciences","MediumGPA","High",10
807,5.5,2.3,7.7,1.4,7.1,3.05,"Low","Humanities","MediumGPA","LowModerate",5
808,5.2,2,8.4,1.5,6.9,2.88,"Low","Education","LowGPA","LowModerate",5
809,6.5,2.5,9.5,4.5,1,3.29,"Moderate","Education","MediumGPA","LowModerate",6
810,6.8,2.6,7.3,1.1,6.2,3.13,"Moderate","Education","MediumGPA","LowModerate",6
811,8.5,2.2,6.8,5.5,1,3.07,"High","Communication","MediumGPA","High",2
812,8.4,1.6,8.8,2.4,2.8,3.51,"High","Communication","HighGPA","High",6
813,7.1,3.7,6.3,0.7,6.2,3.15,"Moderate","Humanities","MediumGPA","LowModerate",4
814,6.9,0.2,6.7,3,7.2,3.05,"Moderate","Humanities","MediumGPA","LowModerate",8
815,5.8,2.6,10,2.5,3.1,2.64,"Low","Arts & Sciences","LowGPA","LowModerate",7
816,5.6,3.5,7.1,2.3,5.5,2.5,"Low","Education","LowGPA","LowModerate",3
817,8.3,1.8,8.2,0.4,5.3,3.33,"High","Education","MediumGPA","High",4
818,5.8,1.9,8,3.5,4.8,2.9,"Low","Medicine","MediumGPA","LowModerate",3
819,7,1.4,5.6,2.4,7.6,3.15,"High","Humanities","MediumGPA","High",5
820,6,0.2,7.8,3.6,6.4,2.75,"Moderate","Arts & Sciences","LowGPA","LowModerate",5
821,9.4,2.3,6.7,4.5,1.1,3.25,"High","Arts & Sciences","MediumGPA","High",6
822,7.8,3.6,7,1.7,3.9,3.19,"Moderate","Arts & Sciences","MediumGPA","LowModerate",4
823,5.7,0.6,7.2,3.6,6.9,2.96,"Low","Education","MediumGPA","LowModerate",5
824,9.1,0.3,7.4,3.8,3.4,3.66,"High","Communication","HighGPA","High",11
825,9.1,3.1,6.4,5.1,0.3,3.45,"High","Arts & Sciences","HighGPA","High",6
826,7.9,3.7,8.4,1.9,2.1,2.68,"Moderate","Arts & Sciences","LowGPA","LowModerate",2
827,9,3.8,5.1,5.9,0.2,3.22,"High","Communication","MediumGPA","High",5
828,7.2,2.6,6.9,0.3,7,3,"Moderate","Arts & Sciences","MediumGPA","LowModerate",2
829,8,3.6,6.9,1.2,4.3,3.08,"Moderate","Medicine","MediumGPA","LowModerate",4
830,9.1,3.3,7.9,1.3,2.4,3.35,"High","Education","HighGPA","High",6
831,9,2.2,9.1,2.3,1.4,3.44,"High","Humanities","HighGPA","High",0
832,7.1,3.8,7.7,3.3,2.1,3.33,"Moderate","Education","MediumGPA","LowModerate",7
833,6.1,2.5,7.9,1.1,6.4,2.94,"Moderate","Humanities","MediumGPA","LowModerate",5
834,8.8,2.1,6.1,4,3,3.2,"High","Humanities","MediumGPA","High",6
835,5.4,1.8,5.8,1.1,9.9,2.71,"High","Medicine","LowGPA","High",6
836,5.3,1.6,7.6,2.9,6.6,2.54,"Low","Communication","LowGPA","LowModerate",5
837,6.9,3.4,5.7,3,5,3.37,"High","Medicine","HighGPA","High",6
838,9.4,2.2,9.8,0.1,2.5,3.79,"High","Communication","HighGPA","High",6
839,5.5,0.2,5.9,3.2,9.2,2.74,"High","Humanities","LowGPA","High",4
840,9.7,3.4,6.5,0.3,4.1,3.48,"High","Communication","HighGPA","High",2
841,5.8,0.5,5.6,3.1,9,2.73,"High","Communication","LowGPA","High",9
842,9.9,2.7,9.7,0.2,1.5,3.23,"High","Medicine","MediumGPA","High",6
843,6.9,2.2,5.4,0,9.5,3.27,"High","Communication","MediumGPA","High",5
844,7.1,2,7.1,0.1,7.7,3.34,"Moderate","Arts & Sciences","HighGPA","LowModerate",2
845,6.7,0.7,5.5,5.7,5.4,3.31,"High","Education","MediumGPA","High",5
846,6.6,1.6,6.2,0.6,9,3.12,"Moderate","Medicine","MediumGPA","LowModerate",3
847,5.9,3.2,8.4,3.3,3.2,3.05,"Low","Arts & Sciences","MediumGPA","LowModerate",8
848,5.4,1.1,6.7,4.7,6.1,2.8,"Low","Education","LowGPA","LowModerate",1
849,10,1,9.4,3,0.6,3.4,"High","Humanities","HighGPA","High",3
850,7,3.9,5.9,4.8,2.4,2.78,"High","Education","LowGPA","High",3
851,6.7,2.9,7.1,3.5,3.8,3.09,"Moderate","Medicine","MediumGPA","LowModerate",4
852,9.3,0.2,8.5,0.8,5.2,3.49,"High","Medicine","HighGPA","High",6
853,7.1,2.2,7,3.1,4.6,2.87,"Moderate","Arts & Sciences","LowGPA","LowModerate",11
854,5.7,0.6,9.7,5.3,2.7,3.18,"Low","Humanities","MediumGPA","LowModerate",6
855,9.5,4,6,1.6,2.9,3.39,"High","Humanities","HighGPA","High",5
856,7.1,1.4,8,3.5,4,3.48,"Moderate","Communication","HighGPA","LowModerate",4
857,5.8,1.9,7.8,3.4,5.1,3.01,"Low","Education","MediumGPA","LowModerate",9
858,5.1,1.4,8.9,3.4,5.2,2.6,"Low","Education","LowGPA","LowModerate",2
859,6.3,2.8,7.8,4.8,2.3,3.08,"Moderate","Education","MediumGPA","LowModerate",2
860,7.4,0.5,6.3,2.5,7.3,3.4,"Moderate","Medicine","HighGPA","LowModerate",8
861,8,2.1,6.4,0,7.5,2.83,"Moderate","Medicine","LowGPA","LowModerate",4
862,8.7,0.1,7.9,5.6,1.7,3.3,"High","Humanities","MediumGPA","High",2
863,5.9,1.9,5.5,3.8,6.9,2.45,"High","Arts & Sciences","LowGPA","High",6
864,7.6,3.6,6,0.1,6.7,3.38,"Moderate","Medicine","HighGPA","LowModerate",5
865,9.3,2.3,9.5,1.7,1.2,3.34,"High","Medicine","HighGPA","High",6
866,8.7,3.7,7.9,0.7,3,3.57,"High","Medicine","HighGPA","High",4
867,6.3,0.8,6.2,1.8,8.9,3.37,"Moderate","Medicine","HighGPA","LowModerate",3
868,7.1,2.5,5.4,0.5,8.5,3.33,"High","Education","MediumGPA","High",2
869,5.9,2.1,6.1,1.7,8.2,3.13,"Low","Humanities","MediumGPA","LowModerate",5
870,5.1,2.6,8.3,4.8,3.2,2.69,"Low","Communication","LowGPA","LowModerate",5
871,9.7,0.1,5.8,5.3,3.1,3.92,"High","Communication","HighGPA","High",3
872,8.3,2.7,9.7,3.3,0,2.95,"High","Education","MediumGPA","High",3
873,8.6,1.1,9.4,0.2,4.7,3.36,"High","Humanities","HighGPA","High",6
874,6.3,0.9,5.7,5.2,5.9,2.9,"High","Humanities","MediumGPA","High",5
875,7.5,2.7,6.2,4.5,3.1,2.97,"Moderate","Medicine","MediumGPA","LowModerate",7
876,7.1,0.8,9.9,3.9,2.3,3.28,"Moderate","Education","MediumGPA","LowModerate",6
877,9.7,1.2,8.9,3.2,1,3.26,"High","Medicine","MediumGPA","High",1
878,8.4,2.9,7.9,1,3.8,3.2,"High","Education","MediumGPA","High",6
879,7.5,1.2,7.1,3.9,4.3,2.96,"Moderate","Humanities","MediumGPA","LowModerate",8
880,7,1.1,6,4.7,5.2,3.2,"Moderate","Arts & Sciences","MediumGPA","LowModerate",6
881,9.5,1.5,8.8,3.8,0.4,3.36,"High","Arts & Sciences","HighGPA","High",2
882,9.8,1.5,6.7,0.4,5.6,3.54,"High","Communication","HighGPA","High",8
883,7.4,0.4,6.2,1.9,8.1,3.16,"Moderate","Humanities","MediumGPA","LowModerate",6
884,6.5,3.4,9.3,3.7,1.1,3.02,"Moderate","Medicine","MediumGPA","LowModerate",3
885,5.7,2.8,9.7,4,1.8,2.86,"Low","Humanities","LowGPA","LowModerate",6
886,8.2,2,5.6,1.9,6.3,2.81,"High","Humanities","LowGPA","High",9
887,9,3.4,5.7,5.6,0.3,3.59,"High","Communication","HighGPA","High",4
888,8.8,3.2,9.7,0.7,1.6,3.07,"High","Humanities","MediumGPA","High",4
889,9.3,0.5,8.5,4.2,1.5,3.17,"High","Humanities","MediumGPA","High",3
890,9.4,0.7,5.3,4.3,4.3,3.57,"High","Education","HighGPA","High",3
891,7.4,3.4,6.9,1,5.3,3.15,"Moderate","Humanities","MediumGPA","LowModerate",5
892,5.9,2.9,7.6,3.6,4,3.13,"Low","Education","MediumGPA","LowModerate",6
893,7.3,3.3,9.1,3.1,1.2,3.34,"Moderate","Arts & Sciences","HighGPA","LowModerate",6
